date,source,text,label
2017-01-01,Minutes,Several participants noted the increase in agricultural crop prices over 2020 and the associated improvement in farm revenues.,neutral
2006-01-01,Minutes,"However, it was noted that slower growth in productivity might have become the norm.",neutral
2010-01-01,Minutes,"In these circumstances, the Committee believed that policy accommodation could be removed at a pace that would likely be measured but noted that it would respond to changes in economic prospects as needed to fulfill its obligation to maintain price stability.",negative
1997-01-01,Minutes,"In particular, the Committee decided today to keep the target range for the federal funds rate at 0 to 1/4 percent and currently anticipates that economic conditions--including low rates of resource utilization and a subdued outlook for inflation over the medium run--are likely to warrant exceptionally low levels for the federal funds rate at least through late 2014.",positive
1997-01-01,Minutes,"Members still saw the economic expansion continuing, and most believed that inflation was likely to stabilize near recent low readings in coming quarters and then gradually rise toward levels they consider more consistent with the Committee's dual mandate for maximum employment and price stability.",neutral
2021-01-01,Minutes,Most other market interest rates declined further on balance over the period in an atmosphere of greater volatility in financial markets.,positive
2012-01-01,Minutes,"Reinforcing this outlook was recent evidence of somewhat faster than anticipated productivity growth, the prospect that world economic conditions would hold down energy prices, and a sharp drop in near-term inflation expectations of households as reported in recent surveys.",positive
2001-01-01,Minutes,"The Committee directs the Desk to purchase GSE debt, GSE-guaranteed MBS, and longer-term Treasury securities during the intermeeting period with the aim of providing support to private credit markets and economic activity.",positive
2004-01-01,Minutes,"Participants agreed that the longer-run normal federal funds rate was likely lower than in the past, in part because of secular forces that had put downward pressure on real interest rates.",positive
2006-01-01,Minutes,The members also agreed on the desirability of retaining the assessment that the risks with regard to the outlook for economic growth were balanced.,neutral
2021-01-01,Minutes,The external sector was expected to exert a small restraining influence on economic activity over the projection period.,positive
2020-01-01,Minutes,"Housing demand and consumer spending firmed toward the end of the year, but capital spending remained quite weak in an environment of substantial business uncertainty and pessimism.",positive
2017-01-01,Minutes,"While a preemptive tightening move might be warranted in the not-too-distant future to help contain inflationary pressures in the economy, these members believed that a symmetrical directive would best convey the message that no tightening action was contemplated for the weeks immediately ahead.",negative
2009-01-01,Minutes,"In the near term, the 12-month change in PCE prices was expected to move above 2 percent as the low inflation readings from the spring of last year drop out of the calculation.",neutral
2011-01-01,Minutes,"Participants marked up their inflation projections, as they assessed that supply constraints in product and labor markets were larger and likely to be longer lasting than previously anticipated.",negative
2006-01-01,Minutes,"However, most participants judged that inflation would stabilize around the Committee's 2 percent objective over the medium term.",neutral
2020-01-01,Minutes,"In their discussion of the economic situation and the outlook, meeting participants agreed that information received over the intermeeting period indicated that the labor market had continued to strengthen and that economic activity had been rising moderately so far this year.",negative
2013-01-01,Minutes,"The Committee currently expects that, with gradual adjustments in the stance of monetary policy, economic activity will expand at a moderate pace and labor market indicators will strengthen.",positive
1999-01-01,Minutes,Such a directive would imply that any tightening should be implemented promptly if developments were perceived as pointing to rising inflation.,negative
2001-01-01,Minutes,"Staff Review of the Financial Situation The decision by the FOMC to keep the target range for the federal funds rate unchanged at the December meeting and its retention of the ""extended period"" language in the statement were widely anticipated by market participants and elicited little price response.",neutral
2015-01-01,Minutes,"With regard to the consensus in favor of moving from an assessment of risks weighted toward rising inflation to one that was weighted toward economic weakness, with no intermediate issuance of a balanced risks assessment, some members observed that such a change was likely to be viewed as a relatively rapid shift by some observers.",positive
2009-01-01,Minutes,"In the housing sector, demand had continued to display appreciable strength in recent months in association with relatively moderate mortgage rates and very positive consumer assessments of homebuying conditions.",neutral
2022-01-01,Minutes,"Indeed, financial services firms had already announced layoffs, largely reflecting mortgage market developments, the demand for temporary workers appeared to have softened, and the most recent weakening in construction employment was likely to continue for a while.",positive
2013-01-01,Minutes,"The pace of real GDP growth was forecast to be faster over the second half of this year than in the first half, primarily reflecting a modest increase in the rate of growth of private domestic final purchases and a sizable turnaround in inventory investment.",negative
1999-01-01,Minutes,One member anticipated little if any effect on economic growth and unemployment and did not agree that the outlook for economic activity and inflation called for further policy accommodation.,neutral
2013-01-01,Minutes,The pace of job gains slowed and the unemployment rate held steady.,neutral
2022-01-01,Minutes,"Indeed, in the interest of fostering a continuation of sustainable growth of the economy, it would be desirable to tighten before any sign of actual higher inflation were to become evident.",negative
2009-01-01,Minutes,"In the household sector, the rise in home mortgage debt likely slowed a bit further in the first quarter, as home-price appreciation appeared to have remained sluggish.",neutral
2016-01-01,Minutes,"The Committee also noted that output had continued to expand at a solid pace, new hiring had appeared to pick up, and although incoming data on inflation showed that it had moved somewhat higher, longer-term inflation expectations had remained well contained.",negative
2002-01-01,Minutes,"These members indicated that the economic outlook remained positive and that they anticipated, under an unchanged policy stance, continued strong labor market conditions and solid growth in activity, with inflation gradually moving up to the Committee's 2 percent objective.",neutral
1996-01-01,Minutes,"Price inflation had picked up a little but, abstracting from energy, had remained relatively subdued.",neutral
2007-01-01,Minutes,"With the boost from these factors fading, real GDP growth was projected to step down noticeably in 2023 and to be roughly equal to potential output growth in 2023 and 2024.",neutral
